Provider Id,Provider Zip Code,Provider State,Zip Latitude,Zip Longitude
210012,21215,MD,39.345456,-76.68038
210013,21223,MD,39.286556,-76.64644
210015,21237,MD,39.332240,-76.50365
210016,20912,MD,38.982360,-77.00044
210017,21550,MD,39.409861,-79.39015
210018,20832,MD,39.155449,-77.07487
210019,21801,MD,38.369675,-75.61214
210022,20814,MD,38.999759,-77.10185
210023,21401,MD,38.997511,-76.49803
210024,21218,MD,39.325956,-76.60602
210027,21502,MD,39.646587,-78.77398
210028,20650,MD,38.269283,-76.64336
210029,21224,MD,39.284607,-76.55696
210030,21620,MD,39.215278,-76.09726
210032,21921,MD,39.626736,-75.84294
210033,21157,MD,39.563901,-76.98926
210034,21225,MD,39.229507,-76.61203
210035,20646,MD,38.528103,-76.98063
210037,21601,MD,38.777863,-76.07820
210038,21201,MD,39.295306,-76.62118
210039,20678,MD,38.535116,-76.58432
210040,21133,MD,39.376372,-76.79916
210043,21061,MD,39.164158,-76.63060
210044,21204,MD,39.405606,-76.62648
210045,21817,MD,37.985297,-75.84597
210048,21044,MD,39.215360,-76.87823
210049,21014,MD,39.536057,-76.34957
210051,20706,MD,38.964093,-76.85331
210054,20735,MD,38.753264,-76.89913
210055,20707,MD,39.098475,-76.86571
210056,21239,MD,39.362250,-76.58812
210057,20850,MD,39.093408,-77.17180
210058,21207,MD,39.324406,-76.71760
210060,20744,MD,38.756347,-76.99034
210061,21811,MD,38.343166,-75.19082
220001,1453,MA,42.526523,-71.75358
220002,2138,MA,42.379146,-71.12803
220008,2703,MA,41.928099,-71.31456
220010,1842,MA,42.711590,-71.16667
220011,2138,MA,42.379146,-71.12803
220012,2601,MA,41.654741,-70.28950
220015,1060,MA,42.324539,-72.63561
220016,1301,MA,42.605524,-72.60098
220017,2124,MA,42.287130,-71.07156
220019,1550,MA,42.070827,-72.03533
220020,2721,MA,41.685452,-71.15425
220024,1040,MA,42.201891,-72.62420
220029,1950,MA,42.809891,-70.86363
220030,1069,MA,42.176401,-72.32646
220031,2118,MA,42.338724,-71.07276
220033,1915,MA,42.560995,-70.87570
220035,1970,MA,42.516845,-70.89850
220036,2135,MA,42.348418,-71.15349
220046,1201,MA,42.453840,-73.25400
220049,1752,MA,42.350909,-71.54753
220050,1082,MA,42.270611,-72.26067
220051,1247,MA,42.696064,-73.10145
220052,2302,MA,42.087150,-71.00222
220058,1510,MA,42.418836,-71.68482
220060,2360,MA,41.894676,-70.61999
220062,1605,MA,42.286543,-71.78846
220063,1854,MA,42.649758,-71.33348
220065,1085,MA,42.133642,-72.75029
220066,1104,MA,42.130343,-72.57338
220067,2169,MA,42.250739,-70.99593
220070,2176,MA,42.459045,-71.06233
220071,2114,MA,42.361792,-71.06774
220073,2780,MA,41.904888,-71.10288
220074,2720,MA,41.716952,-71.13986
220077,1199,MA,42.153926,-72.50531
220080,1844,MA,42.730040,-71.17935
220082,1852,MA,42.634112,-71.29849
220083,2494,MA,42.298130,-71.23154
220084,1742,MA,42.457201,-71.37478
220086,2215,MA,42.346997,-71.10215
220088,2120,MA,42.332099,-71.09651
220090,1757,MA,42.149176,-71.52149
220095,1440,MA,42.575355,-71.99183
220098,1432,MA,42.549821,-71.59136
220100,2190,MA,42.171100,-70.94597
220101,2462,MA,42.331646,-71.25761
220105,1890,MA,42.451945,-71.14276
220108,2186,MA,42.253074,-71.07496
220110,2115,MA,42.343080,-71.09268
220111,2301,MA,42.079400,-71.03441
220116,2111,MA,42.349838,-71.06101
220119,2130,MA,42.309998,-71.11171
220126,2062,MA,42.185974,-71.20166
220135,2540,MA,41.561050,-70.61968
220163,1655,MA,42.307591,-71.91929
220171,1803,MA,42.506362,-71.20008
220174,1830,MA,42.785190,-71.07011
220175,1701,MA,42.318695,-71.42344
220176,1608,MA,42.261343,-71.80173
220177,2554,MA,41.276758,-70.09089
230002,48154,MI,42.396194,-83.37161
230003,49464,MI,42.829252,-85.99621
230004,49444,MI,43.198048,-86.22774
230005,49221,MI,41.900927,-84.04585
230013,48341,MI,42.626947,-83.30243
230015,49093,MI,41.958306,-85.63829
230017,49007,MI,42.297140,-85.58573
230019,48075,MI,42.465275,-83.22640
230020,48124,MI,42.294987,-83.25049
230021,49085,MI,42.074435,-86.47935
230022,49036,MI,41.912776,-85.01420
230024,48235,MI,42.427636,-83.19547
230029,48341,MI,42.626947,-83.30243
230030,48801,MI,43.377113,-84.66256
230031,48060,MI,42.978974,-82.44402
230035,48838,MI,43.179100,-85.26533
230036,49707,MI,45.085830,-83.46411
230037,49242,MI,41.899580,-84.62624
230038,49503,MI,42.964176,-85.65885
230040,49058,MI,42.642750,-85.29296
230041,48708,MI,43.583323,-83.87869
230046,48109,MI,42.291637,-83.71831
230047,48038,MI,42.603172,-82.94459
230053,48202,MI,42.375237,-83.07837
230054,49855,MI,46.554402,-87.42223
230055,49801,MI,45.871780,-87.99717
230058,49738,MI,44.683274,-84.62530
230059,49503,MI,42.964176,-85.65885
230066,49442,MI,43.232615,-86.19550
230069,48843,MI,42.612243,-83.91835
230070,48602,MI,43.423925,-83.97142
230072,49423,MI,42.765918,-86.10544
230075,49017,MI,42.357140,-85.20257
230077,48601,MI,43.413975,-83.91427
230078,49098,MI,42.186679,-86.25718
230080,48858,MI,43.606160,-84.78306
230081,49601,MI,44.243788,-85.46006
230085,49090,MI,42.403593,-86.24912
230089,48230,MI,42.386087,-82.92426
230092,49201,MI,42.252268,-84.38842
230093,49307,MI,43.697651,-85.47815
230095,48661,MI,44.288158,-84.21162
230096,49091,MI,41.822244,-85.43234
230097,49684,MI,44.741360,-85.67316
230099,48162,MI,41.940898,-83.38515
230100,48763,MI,44.250144,-83.55805
230101,49829,MI,45.751671,-87.08951
230104,48201,MI,42.343787,-83.05879
230105,49770,MI,45.360111,-84.93774
230106,49412,MI,43.464943,-85.95005
230108,49930,MI,47.145007,-88.57829
230110,49431,MI,43.967306,-86.43044
230117,49048,MI,42.004729,-86.12080
230118,48413,MI,43.803691,-83.00181
230121,48867,MI,42.996050,-84.17896
230130,48073,MI,42.518635,-83.16357
230132,48503,MI,43.011227,-83.69291
230133,49735,MI,44.989608,-84.67492
230141,48532,MI,43.005477,-83.76098
230142,48184,MI,42.276688,-83.37860
230146,48192,MI,42.199989,-83.17402
230151,48336,MI,42.458502,-83.34640
230156,48106,MI,42.307288,-83.70443
230165,48236,MI,42.425836,-82.90003
230167,48910,MI,42.704435,-84.54915
230174,49417,MI,43.041170,-86.19013
230176,48183,MI,42.137071,-83.21446
230180,48617,MI,43.828266,-84.74219
230193,48446,MI,43.048777,-83.33073
230195,48093,MI,42.514885,-82.99768
230197,48439,MI,42.925677,-83.63585
230207,48342,MI,42.644581,-83.28211
230208,48811,MI,43.184647,-84.84871
230216,48060,MI,42.978974,-82.44402
230217,49068,MI,42.277837,-84.94869
230222,48670,MI,43.400958,-84.41672
230227,48043,MI,42.596784,-82.88031
230230,48912,MI,42.734434,-84.52497
230236,49519,MI,42.888821,-85.56160
230239,49783,MI,46.460895,-84.32485
230241,48054,MI,42.769956,-82.52595
230244,48135,MI,42.324338,-83.33820
230254,48307,MI,42.662293,-83.12781
230259,48118,MI,42.316922,-84.03445
230269,48085,MI,42.563505,-83.18405
230270,48180,MI,42.231788,-83.26481
230273,48201,MI,42.343787,-83.05879
230275,48608,MI,43.431375,-83.93267
230277,48382,MI,42.593035,-83.48997
230279,48116,MI,42.509476,-83.77718
230297,48201,MI,42.343787,-83.05879
230302,48322,MI,42.541268,-83.37551
240001,55422,MN,45.014764,-93.33965
240002,55805,MN,46.798339,-92.09568
240004,55415,MN,44.973415,-93.25941
240006,55904,MN,43.988708,-92.42937
240010,55902,MN,43.991846,-92.49166
240014,55057,MN,44.459969,-93.16623
240018,55066,MN,44.539036,-92.53637
240019,55805,MN,46.798339,-92.09568
240020,55008,MN,45.566735,-93.24381
240022,56187,MN,43.623255,-95.59604
240030,56308,MN,45.886450,-95.38287
240036,56303,MN,45.568516,-94.19251
240038,55102,MN,44.935315,-93.12049
240040,55746,MN,47.413817,-92.94228
240043,56007,MN,43.652042,-93.36916
240044,55987,MN,44.033867,-91.65106
240047,55805,MN,46.798339,-92.09568
240050,55092,MN,45.329115,-93.06834
240052,56537,MN,46.282084,-96.06798
240053,55426,MN,44.952064,-93.37795
240056,55387,MN,44.849912,-93.78514
240057,55407,MN,44.934915,-93.25424
240059,55033,MN,44.726517,-92.86147
240061,55902,MN,43.991846,-92.49166
240063,55102,MN,44.935315,-93.12049
240064,55744,MN,47.243062,-93.52599
240066,55082,MN,45.054551,-92.82581
240069,55060,MN,44.073930,-93.22716
240071,55021,MN,44.294780,-93.28732
240075,56401,MN,46.352758,-94.16289
240076,55313,MN,45.175558,-93.85441
240078,55435,MN,44.875614,-93.33487
240080,55454,MN,44.969465,-93.24327
240084,55792,MN,47.527383,-92.53371
240088,56201,MN,45.118846,-95.04504
240093,56002,MN,44.156440,-93.99388
240100,56601,MN,47.504496,-94.87105
240101,56501,MN,46.809965,-95.85180
240104,55379,MN,44.776138,-93.52556
240106,55101,MN,44.964852,-93.08397
240115,55433,MN,45.163848,-93.31950
240117,55912,MN,43.671988,-92.97908
240132,55432,MN,45.095674,-93.25336
240141,55371,MN,45.576431,-93.57644
240166,56031,MN,43.646916,-94.45856
240187,55350,MN,44.896255,-94.38604
240207,55337,MN,44.770297,-93.27302
240210,55109,MN,45.010632,-93.01845
240213,55125,MN,44.921982,-92.94234
240214,55369,MN,45.120764,-93.43183
250001,39216,MS,32.334738,-90.16933
250002,38852,AL,34.803864,-88.10205
250004,38801,MS,34.236150,-88.75665
250006,38652,MS,34.489085,-88.99973
250007,39533,MS,30.462388,-88.93293
250009,38834,MS,34.928325,-88.52856
250010,38663,MS,34.739023,-88.92629
250012,38635,MS,34.762615,-89.46092
250015,38901,MS,33.771320,-89.80301
250017,38851,MS,33.904246,-88.96710
250019,39502,MS,30.380597,-89.09626
250020,39744,MS,33.577688,-89.30280
250025,38821,MS,33.988235,-88.46783
250027,39339,MS,33.109635,-89.02849
250031,39183,MS,32.386653,-90.84485
250034,38655,MS,34.345016,-89.50735
250036,39452,MS,30.873353,-88.58869
250038,39046,MS,32.618475,-90.01041
250040,39581,MS,30.362980,-88.52901
250042,38614,MS,34.196126,-90.59442
250043,39350,MS,32.776368,-89.12788
250044,38829,MS,34.653448,-88.53751
250048,39216,MS,32.334738,-90.16933
250049,39652,MS,31.117097,-90.45287
250050,39759,MS,33.450215,-88.82383
250051,39747,MS,33.413657,-89.56261
250057,39601,MS,31.574319,-90.45029
250058,39440,MS,31.701492,-89.13930
250059,39090,MS,33.038079,-89.56318
250060,39069,MS,31.707145,-91.05349
250061,38965,MS,34.148775,-89.62882
250067,39773,MS,33.619058,-88.64686
250069,39301,MS,32.339004,-88.65960
250072,39204,MS,32.284829,-90.22778
250077,39367,MS,31.688901,-88.65623
250078,39404,MS,31.325437,-89.37926
250079,39159,MS,32.811181,-90.97713
250081,39301,MS,32.339004,-88.65960
250082,38704,MS,33.442801,-91.02984
250084,39120,MS,31.535545,-91.35434
250085,39429,MS,31.255242,-89.79264
250093,38732,MS,33.749149,-90.71329
250094,39402,MS,31.325437,-89.37926
250095,38751,MS,33.451390,-90.65824
250096,39042,MS,32.237742,-89.93514
250097,39649,MS,31.225598,-90.43327
250099,38930,MS,33.528734,-90.17663
250100,39701,MS,33.492107,-88.43746
250102,39202,MS,32.313595,-90.17688
250104,39301,MS,32.339004,-88.65960
250117,39466,MS,30.527980,-89.66611
250122,39120,MS,31.535545,-91.35434
250123,39501,MS,30.380597,-89.09626
250124,39111,MS,31.880229,-89.72086
250126,38668,MS,34.607602,-89.94635
250128,38606,MS,34.309659,-89.96300
250134,39193,MS,33.194928,-89.76284
250138,39208,MS,32.280746,-90.10708
250141,38671,MS,34.968480,-89.99793
250151,39301,MS,32.339004,-88.65960
250162,39521,MS,30.304327,-89.40705
260001,64801,MO,37.094160,-94.50169
260004,65233,MO,38.935305,-92.73932
260005,63301,MO,38.808583,-90.50687
260006,64506,MO,39.787394,-94.80941
260009,65302,MO,38.702964,-93.23231
260011,65101,MO,38.535897,-92.13905
260015,63857,MO,36.237128,-90.04866
260017,65401,MO,37.943840,-91.77105
260020,63141,MO,38.662302,-90.45363
260022,63501,MO,40.183335,-92.58341
260023,63019,MO,38.226997,-90.38215
260024,65483,MO,37.316088,-91.95471
260025,63401,MO,39.695798,-91.40084
260027,64132,MO,38.991406,-94.55100
260032,63110,MO,38.622601,-90.26182
260034,64730,MO,38.259528,-94.32317
260040,65807,MO,37.168435,-93.31297
260047,65102,MO,38.535897,-92.13905
260048,64108,MO,39.084554,-94.58296
260050,64468,MO,40.341716,-94.87498
260052,63090,MO,38.535499,-91.02348
260057,64429,MO,39.743859,-94.23378
260059,65536,MO,37.678528,-92.64733
260061,64772,MO,37.838563,-94.35075
260062,64154,MO,39.261679,-94.63353
260064,65265,MO,39.179316,-91.88404
260065,65804,MO,37.161299,-93.25190
260068,65201,MO,38.926838,-92.29003
260070,63851,MO,36.235881,-89.74861
260074,65270,MO,39.420353,-92.43440
260077,63128,MO,38.500734,-90.37113
260078,65775,MO,36.719145,-91.87408
260080,63935,MO,36.624115,-90.86150
260081,63026,MO,38.502854,-90.46088
260085,64114,MO,38.966056,-94.59641
260091,63117,MO,38.628402,-90.32636
260094,65616,MO,36.644170,-93.25668
260095,64057,MO,39.069165,-94.35087
260096,64116,MO,39.149120,-94.57314
260097,64093,MO,38.772117,-93.73519
260102,64139,MO,38.959277,-94.40868
260104,63044,MO,38.757318,-90.42335
260105,63110,MO,38.622601,-90.26182
260108,63131,MO,38.618582,-90.43643
260110,63701,MO,37.325640,-89.56590
260113,63801,MO,36.891163,-89.58355
260115,63080,MO,38.200244,-91.14089
260116,63640,MO,37.779206,-90.41404
260119,63901,MO,36.759357,-90.41689
260137,64804,MO,37.047161,-94.51124
260138,64111,MO,39.056505,-94.59439
260141,65201,MO,38.926838,-92.29003
260142,65340,MO,39.105180,-93.18783
260147,64776,MO,38.039239,-93.67676
260160,63841,MO,36.784453,-89.97428
260162,63141,MO,38.662302,-90.45363
260163,63640,MO,37.779206,-90.41404
260175,64735,MO,38.364214,-93.76042
260176,63122,MO,38.582702,-90.40966
260177,64069,MO,39.246179,-94.41763
260179,63017,MO,38.647023,-90.53918
260180,63136,MO,38.738350,-90.26154
260183,63703,MO,37.291432,-89.54065
260186,65065,MO,38.130807,-92.66935
260190,64063,MO,38.913857,-94.36397
260191,63376,MO,38.778579,-90.62045
260193,64014,MO,39.017559,-94.25767
260195,65613,MO,37.616822,-93.40072
260200,63367,MO,38.796601,-90.78525
260207,65803,MO,37.257053,-93.29015
260209,65251,MO,38.852436,-91.95808
260210,63118,MO,38.594901,-90.22780
260214,64012,MO,38.810856,-94.53201
260216,64086,MO,38.928110,-94.32392
260219,63368,MO,38.796601,-90.78525
270003,59601,MT,46.588803,-112.04193
270004,59101,MT,45.737525,-108.48754
270012,59405,MT,47.476152,-111.26909
270014,59806,MT,46.854974,-114.10566
270017,59701,MT,45.996957,-112.51279
270023,59804,MT,46.854974,-114.10566
270032,59501,MT,48.584562,-109.78365
270049,59107,MT,45.777818,-108.66944
270051,59901,MT,48.201414,-114.32202
270057,59715,MT,45.707153,-110.98780
270074,59417,MT,48.556986,-113.06980
270086,59405,MT,47.476152,-111.26909
270087,59901,MT,48.201414,-114.32202
280003,68506,NE,40.785557,-96.64599
280009,68848,NE,40.709895,-99.05499
280013,68198,NE,41.296198,-96.11027
280020,68510,NE,40.807106,-96.65634
280023,68803,NE,40.916866,-98.38749
280030,68131,NE,41.264418,-95.96383
280032,68901,NE,40.589299,-98.38131
280040,68114,NE,41.264531,-96.04798
280060,68124,NE,41.235064,-96.05073
280061,69361,NE,41.885553,-103.65241
280065,69101,NE,41.129363,-100.77502
280077,68025,NE,41.434796,-96.48869
280081,68122,NE,41.348081,-96.04609
280105,68046,NE,41.151899,-96.04484
280111,68601,NE,41.437838,-97.37192
280125,68701,NE,42.026209,-97.41741
280127,68506,NE,40.785557,-96.64599
280128,68526,NE,40.740833,-96.59122
280129,68144,NE,41.235248,-96.11505
280130,68130,NE,41.240036,-96.18017
280131,68114,NE,41.264531,-96.04798
280132,68123,NE,41.117337,-95.95126
280133,68122,NE,41.348081,-96.04609
290001,89502,NV,39.499862,-119.77497
290003,89109,NV,36.126038,-115.14796
290005,89030,NV,36.206419,-115.12318
290006,89406,NV,39.461072,-118.69306
290007,89102,NV,36.145303,-115.18358
290008,89801,NV,40.883028,-115.75016
290009,89503,NV,39.536360,-119.83730
290012,89015,NV,36.030927,-114.96787
290019,89703,NV,39.164966,-119.79382
290021,89106,NV,36.184219,-115.16292
290022,89119,NV,36.088922,-115.13905
290032,89434,NV,39.544183,-119.70003
290039,89128,NV,36.193501,-115.26500
290041,89144,NV,36.181142,-115.32557
290045,89052,NV,35.979863,-115.09895
290046,89118,NV,36.084361,-115.21030
290047,89148,NV,36.049095,-115.28485
290049,89521,NV,39.546410,-119.79664
290051,89703,NV,39.164966,-119.79382
290053,89113,NV,36.067495,-115.26039
290054,89149,NV,36.266266,-115.28656
300001,3301,NH,43.213705,-71.53774
300003,3756,NH,43.719756,-72.25070
300005,3246,NH,43.557153,-71.43842
300011,3060,NH,42.748888,-71.46492
300012,3103,NH,42.967684,-71.44828
300014,3867,NH,43.304163,-70.99816
300017,3038,NH,42.886486,-71.30019
300018,3820,NH,43.190984,-70.88787
300019,3431,NH,42.946418,-72.28616
300020,3060,NH,42.748888,-71.46492
300023,3833,NH,42.973783,-70.97665
300029,3801,NH,43.070188,-70.77684
300034,3102,NH,42.990684,-71.48680
310001,7601,NJ,40.888678,-74.04880
310002,7112,NJ,40.711651,-74.21303
310003,7047,NJ,40.794600,-74.01963
310005,8822,NJ,40.515645,-74.85319
310006,7055,NJ,40.857384,-74.12899
310008,7666,NJ,40.890964,-74.01115
310009,7109,NJ,40.793500,-74.16144
310010,8540,NJ,40.357439,-74.64922
310011,8210,NJ,39.081754,-74.83658
310012,7450,NJ,40.983997,-74.11438
310014,8103,NJ,39.936179,-75.11513
310015,7962,NJ,40.792150,-74.48559
310016,7306,NJ,40.733751,-74.06582
310017,7444,NJ,40.964548,-74.29813
310019,7503,NJ,40.896798,-74.15731
310021,8629,NJ,40.219358,-74.73334
310022,8009,NJ,39.779582,-74.93650
310024,7065,NJ,40.607103,-74.28099
310025,7002,NJ,40.666552,-74.11768
310027,7207,NJ,40.653189,-74.19158
310028,7860,NJ,41.071400,-74.80199
310029,8103,NJ,39.936179,-75.11513
310031,8015,NJ,39.960596,-74.56060
310032,8360,NJ,39.492265,-75.01887
310034,7701,NJ,40.352953,-74.07703
310038,8901,NJ,40.488304,-74.44775
310039,8861,NJ,40.520105,-74.27708
310040,7030,NJ,40.744851,-74.03294
310041,8755,NJ,40.010092,-74.23032
310044,8534,NJ,40.323150,-74.78364
310045,7631,NJ,40.893343,-73.97580
310047,8244,NJ,39.319901,-74.59990
310048,8876,NJ,40.545853,-74.63592
310050,7834,NJ,40.886149,-74.48704
310051,7902,NJ,40.714501,-74.36330
310052,8724,NJ,40.087794,-74.10981
310054,7042,NJ,40.813150,-74.21576
310057,8060,NJ,39.991562,-74.79747
310058,7652,NJ,40.947107,-74.07047
310060,8865,NJ,40.689123,-75.17243
310061,8046,NJ,40.029011,-74.88257
310064,8401,NJ,39.364966,-74.43903
310069,8318,NJ,39.553504,-75.16843
310070,8901,NJ,40.488304,-74.44775
310073,7754,NJ,40.208945,-74.05261
310074,7302,NJ,40.721602,-74.04703
310075,7740,NJ,40.297932,-73.99097
310076,7039,NJ,40.788733,-74.32134
310081,8096,NJ,39.830313,-75.13221
310083,7018,NJ,40.755550,-74.21897
310084,8701,NJ,40.082782,-74.20940
310086,8084,NJ,39.829014,-75.01371
310091,8079,NJ,39.549912,-75.43943
310092,8638,NJ,40.249908,-74.75953
310096,7102,NJ,40.735257,-74.17326
310108,8818,NJ,40.516104,-74.39754
310110,8690,NJ,40.225409,-74.65918
310111,7728,NJ,40.241036,-74.27629
310112,7733,NJ,40.384832,-74.17194
310113,8050,NJ,39.707575,-74.25933
310115,7840,NJ,40.861748,-74.83054
310118,7094,NJ,40.788500,-74.06000
310119,7103,NJ,40.738501,-74.19507
310120,7461,NJ,41.229754,-74.60203
320001,87106,NM,35.078246,-106.61747
320002,87505,NM,35.616662,-105.97926
320003,87701,NM,35.594103,-105.08142
320004,88310,NM,32.839921,-105.97561
320005,87401,NM,36.625357,-108.19225
320006,88201,NM,33.485178,-104.55089
320009,87102,NM,35.083946,-106.64792
320011,87532,NM,35.990548,-106.08036
320013,87571,NM,36.414942,-105.58080
320014,88031,NM,32.223023,-107.71282
320016,88061,NM,32.729758,-108.30206
320017,87109,NM,35.155811,-106.56662
320018,88011,NM,32.312506,-106.70306
320021,87106,NM,35.078246,-106.61747
320022,88101,NM,34.432846,-103.22589
320030,88210,NM,32.795467,-104.38083
320033,87544,NM,35.868490,-106.29536
320037,87020,NM,35.122129,-107.90777
320038,87301,NM,35.534253,-108.84857
320059,87420,NM,36.748026,-108.80023
320060,87327,NM,35.069470,-108.72493
320061,87301,NM,35.534253,-108.84857
320062,87313,NM,35.761481,-108.10225
320063,88220,NM,32.408311,-104.29134
320065,88240,NM,32.707780,-103.16616
320067,88435,NM,34.862953,-104.81362
320074,87124,NM,35.290647,-106.71469
320083,87102,NM,35.083946,-106.64792
320084,88130,NM,34.166231,-103.34255
320085,88011,NM,32.312506,-106.70306
320086,88201,NM,33.485178,-104.55089
320087,87505,NM,35.616662,-105.97926
330002,11691,NY,40.600020,-73.75962
330003,12204,NY,42.683727,-73.73329
330004,12401,NY,41.932315,-74.02259
330005,14210,NY,42.866708,-78.83139
330006,10701,NY,40.943525,-73.88176
330008,14569,NY,42.739447,-78.15948
330009,10456,NY,40.829676,-73.90856
330011,13905,NY,42.121443,-75.93329
330013,12208,NY,42.654978,-73.80053
330014,11418,NY,40.698485,-73.83365
330019,11229,NY,40.599256,-73.94118
330023,12601,NY,41.701443,-73.91922
330024,10029,NY,40.791586,-73.94575
330027,11554,NY,40.714300,-73.55527
330028,10304,NY,40.607870,-74.08991
330029,14203,NY,42.880107,-78.86990
330030,14513,NY,43.052126,-77.09424
330033,13815,NY,42.541733,-75.52612
330037,14420,NY,43.214261,-77.93937
330043,11706,NY,40.729098,-73.25607
330044,13503,NY,43.114519,-75.22284
330045,11743,NY,40.867498,-73.41146
330046,10025,NY,40.798502,-73.96811
330047,12010,NY,42.940644,-74.17899
330049,12572,NY,41.930983,-73.88271
330053,14103,NY,43.217155,-78.38746
330055,11355,NY,40.749463,-73.81941
330056,11201,NY,40.695286,-73.98907
330057,12208,NY,42.654978,-73.80053
330058,14456,NY,42.853039,-76.99394
330059,10467,NY,40.872265,-73.86937
330061,10708,NY,40.939049,-73.83099
330064,10038,NY,40.709677,-74.00365
330065,14302,NY,43.096555,-79.03925
330067,12601,NY,41.701443,-73.91922
330073,14020,NY,42.996507,-78.19279
330074,14424,NY,42.852970,-77.29466
330078,14214,NY,42.941407,-78.83741
330079,12983,NY,44.324736,-74.16843
330080,10451,NY,40.819729,-73.92230
330084,12953,NY,44.813419,-74.27720
330085,13820,NY,42.469761,-75.05192
330086,10550,NY,40.907607,-73.83709
330088,11944,NY,41.103838,-72.36729
330090,14905,NY,42.087824,-76.83686
330094,12534,NY,42.229480,-73.75846
330096,14895,NY,42.094855,-77.94686
330101,10021,NY,40.768420,-73.96045
330102,14217,NY,42.968707,-78.87450
330103,14760,NY,42.076574,-78.42744
330104,10960,NY,41.089746,-73.92580
330106,11030,NY,40.796752,-73.68935
330107,11901,NY,40.926595,-72.65327
330108,14902,NY,42.091924,-76.79217
330111,14141,NY,42.516248,-78.68944
330115,13421,NY,43.079635,-75.64678
330119,10021,NY,40.768420,-73.96045
330125,14621,NY,43.185163,-77.60368
330126,10940,NY,41.449364,-74.43951
330127,10461,NY,40.842917,-73.83819
330128,11373,NY,40.736076,-73.87804
330132,14070,NY,42.453234,-78.93480
330135,12771,NY,41.374734,-74.66315
330136,13326,NY,42.703091,-74.91413
330140,13203,NY,43.061116,-76.13733
330141,11772,NY,40.770898,-73.00213
330144,14810,NY,42.351281,-77.33610
330151,14843,NY,42.331062,-77.65536
330152,11201,NY,40.695286,-73.98907
330153,12308,NY,42.820909,-73.92002
330157,13601,NY,43.976735,-75.91199
330158,10901,NY,41.125695,-74.12682
330159,13215,NY,42.996804,-76.21770
330160,10305,NY,40.599021,-74.07503
330162,10549,NY,41.204027,-73.73045
330163,14094,NY,43.160857,-78.68756
330164,14620,NY,43.132474,-77.60377
330167,11501,NY,40.747188,-73.63808
330169,10003,NY,40.732509,-73.98935
330175,13045,NY,42.591109,-76.19217
330177,13642,NY,44.319897,-75.45537
330180,12180,NY,42.731628,-73.66465
330181,11542,NY,40.864757,-73.62609
330182,11576,NY,40.793839,-73.65156
330184,10802,NY,40.915845,-73.78643
330185,11777,NY,40.946103,-73.06222
330188,14092,NY,43.169055,-79.02426
330191,12801,NY,43.312104,-73.64825
330193,11355,NY,40.749463,-73.81941
330194,11219,NY,40.632449,-73.99629
330195,11040,NY,40.742901,-73.67895
330196,11235,NY,40.583803,-73.95019
330197,13676,NY,44.651265,-74.95289
330198,11572,NY,40.636286,-73.63740
330199,10029,NY,40.791586,-73.94575
330201,11203,NY,40.649059,-73.93304
330202,11203,NY,40.649059,-73.93304
330203,13210,NY,43.037166,-76.12653
330204,10016,NY,40.746180,-73.97759
330205,10990,NY,41.259896,-74.35837
330208,10701,NY,40.943525,-73.88176
330211,13669,NY,44.683636,-75.49024
330213,13367,NY,43.794492,-75.46905
330214,10016,NY,40.746180,-73.97759
330215,13440,NY,43.217069,-75.45531
330218,13126,NY,43.449201,-76.47992
330219,14215,NY,42.934757,-78.81180
330221,11237,NY,40.703355,-73.91993
330222,12866,NY,43.080399,-73.77038
330223,13662,NY,44.937212,-74.87693
330224,12401,NY,41.932315,-74.02259
330225,11561,NY,40.588154,-73.66517
330226,14626,NY,43.214613,-77.70626
330229,14048,NY,42.479471,-79.32805
330231,11432,NY,40.714144,-73.79324
330232,12180,NY,42.731628,-73.66465
330233,11212,NY,40.662191,-73.91328
330234,10595,NY,41.083848,-73.77785
330235,13021,NY,42.922273,-76.55882
330236,11215,NY,40.667508,-73.98560
330238,14437,NY,42.576771,-77.71925
330239,14701,NY,42.091790,-79.24459
330240,10037,NY,40.813385,-73.93616
330241,13210,NY,43.037166,-76.12653
330245,13501,NY,43.087669,-75.22681
330246,11777,NY,40.946103,-73.06222
330249,13346,NY,42.820826,-75.54012
330250,12901,NY,44.693271,-73.46617
330259,11570,NY,40.663935,-73.63792
330261,10591,NY,41.080196,-73.85721
330263,13619,NY,43.981245,-75.61724
330264,12550,NY,41.521593,-74.04072
330265,14432,NY,42.965372,-77.14416
330267,10567,NY,41.300813,-73.89080
330268,12043,NY,42.696926,-74.52436
330270,10021,NY,40.768420,-73.96045
330273,10512,NY,41.444833,-73.68450
330276,12078,NY,43.069562,-74.34360
330277,14830,NY,42.140881,-77.04793
330279,14220,NY,42.845758,-78.81870
330285,14642,NY,43.214613,-77.70626
330286,11795,NY,40.713459,-73.30010
330304,10601,NY,41.032489,-73.76454
330306,11220,NY,40.641436,-74.01574
330307,14850,NY,42.449454,-76.49685
330316,10461,NY,40.842917,-73.83819
330331,11803,NY,40.779911,-73.47948
330332,11714,NY,40.740662,-73.48631
330340,11968,NY,40.904348,-72.40714
330350,11203,NY,40.649059,-73.93304
330353,11375,NY,40.720535,-73.84582
330372,11580,NY,40.673000,-73.70346
330385,10467,NY,40.872265,-73.86937
330386,12742,NY,41.720235,-74.72901
330393,11794,NY,40.676649,-73.51122
330394,13790,NY,42.125725,-75.96686
